year,region,harvest,anomaly,Latitude,Longitude
1694,Switzerland Leman Lake,41.0,-1.84,,
1695,Switzerland Leman Lake,60.9,-2.22,,
1696,Switzerland Leman Lake,47.3,-0.99,,
1697,Switzerland Leman Lake,45.1,-1.46,,
1698,Switzerland Leman Lake,67.6,-1.84,,
1699,Switzerland Leman Lake,47.4,-0.68,,
1700,Switzerland Leman Lake,58.0,-0.91,,
1701,Switzerland Leman Lake,50.3,-0.76,,
1702,Switzerland Leman Lake,57.0,-1.4,,
1703,Switzerland Leman Lake,57.4,-1.21,,
1704,Switzerland Leman Lake,34.2,-0.44,,
1705,Switzerland Leman Lake,55.1,-0.76,,
1706,Switzerland Leman Lake,37.6,-1.04,,
1707,Switzerland Leman Lake,50.1,-1.3,,
1708,Switzerland Leman Lake,45.4,-1.51,,
1709,Switzerland Leman Lake,48.0,-2.13,,
1710,Switzerland Leman Lake,43.1,-0.02,,
1711,Switzerland Leman Lake,56.0,-0.09,,
1712,Switzerland Leman Lake,47.6,-0.37,,
1713,Switzerland Leman Lake,59.8,-0.87,,
1714,Switzerland Leman Lake,57.8,-0.07,,
1715,Switzerland Leman Lake,44.1,-0.07,,
1716,Switzerland Leman Lake,62.0,-1.13,,
1717,Switzerland Leman Lake,51.0,-0.47,,
1718,Switzerland Leman Lake,36.4,-0.22,,
1719,Switzerland Leman Lake,49.0,-0.02,,
1720,Switzerland Leman Lake,56.5,-0.41,,
1721,Switzerland Leman Lake,60.7,-0.6,,
1722,Switzerland Leman Lake,45.2,0.79,,
1723,Switzerland Leman Lake,46.0,1.46,,
1724,Switzerland Leman Lake,47.8,-0.2,,
1725,Switzerland Leman Lake,64.8,-0.15,,
1726,Switzerland Leman Lake,32.0,-0.06,,
1727,Switzerland Leman Lake,47.0,0.79,,
1728,Switzerland Leman Lake,46.8,-0.31,,
1729,Switzerland Leman Lake,46.3,-0.45,,
1730,Switzerland Leman Lake,55.4,0.33,,
1731,Switzerland Leman Lake,52.8,-0.26,,
1732,Switzerland Leman Lake,50.3,-0.33,,
1733,Switzerland Leman Lake,50.6,0.61,,
1734,Switzerland Leman Lake,47.3,0.28,,
1735,Switzerland Leman Lake,54.6,0.46,,
1736,Switzerland Leman Lake,49.6,0.35,,
1737,Switzerland Leman Lake,45.7,0.32,,
1738,Switzerland Leman Lake,44.0,0.49,,
1739,Switzerland Leman Lake,46.2,-0.79,,
1740,Switzerland Leman Lake,65.2,-2.47,,
1741,Switzerland Leman Lake,51.3,-0.19,,
1742,Switzerland Leman Lake,61.5,-1.27,,
1743,Switzerland Leman Lake,61.6,0.52,,
1744,Switzerland Leman Lake,51.2,-0.59,,
1745,Switzerland Leman Lake,55.5,-0.78,,
1746,Switzerland Leman Lake,45.8,-0.67,,
1747,Switzerland Leman Lake,45.3,-0.18,,
1748,Switzerland Leman Lake,52.0,-0.36,,
1749,Switzerland Leman Lake,49.7,-0.13,,
1750,Switzerland Leman Lake,49.0,0.31,,
1751,Switzerland Leman Lake,58.6,-0.91,,
1752,Switzerland Leman Lake,55.4,0.14,,
1753,Switzerland Leman Lake,49.0,-0.89,,
1754,Switzerland Leman Lake,52.2,-0.87,,
1755,Switzerland Leman Lake,51.1,-0.83,,
1756,Switzerland Leman Lake,58.2,-0.29,,
1757,Switzerland Leman Lake,52.8,0.05,,
1758,Switzerland Leman Lake,55.6,-0.74,,
1759,Switzerland Leman Lake,38.6,0.32,,
1760,Switzerland Leman Lake,38.6,-0.21,,
1761,Switzerland Leman Lake,39.6,0.65,,
1762,Switzerland Leman Lake,38.0,0.12,,
1763,Switzerland Leman Lake,56.2,-0.15,,
1764,Switzerland Leman Lake,48.0,0.4,,
1765,Switzerland Leman Lake,53.5,-0.03,,
1766,Switzerland Leman Lake,47.6,0.24,,
1767,Switzerland Leman Lake,58.0,-0.43,,
1768,Switzerland Leman Lake,51.3,-0.53,,
1769,Switzerland Leman Lake,52.7,-0.32,,
1770,Switzerland Leman Lake,58.0,-0.18,,
1771,Switzerland Leman Lake,44.6,-1.02,,
1772,Switzerland Leman Lake,45.7,-0.26,,
1773,Switzerland Leman Lake,59.0,0.83,,
1774,Switzerland Leman Lake,41.6,-0.59,,
1775,Switzerland Leman Lake,50.6,0.9,,
1776,Switzerland Leman Lake,47.0,-0.25,,
1777,Switzerland Leman Lake,50.8,-0.62,,
1778,Switzerland Leman Lake,40.3,-0.1,,
1779,Switzerland Leman Lake,42.9,1.08,,
1780,Switzerland Leman Lake,33.9,-0.59,,
1781,Switzerland Leman Lake,31.3,0.38,,
1782,Switzerland Leman Lake,48.0,-1.24,,
1783,Switzerland Leman Lake,41.3,0.01,,
1784,Switzerland Leman Lake,38.2,-1.76,,
1785,Switzerland Leman Lake,53.6,-1.68,,
1786,Switzerland Leman Lake,49.3,-1.7,,
1787,Switzerland Leman Lake,50.8,-0.31,,
1788,Switzerland Leman Lake,32.6,-1.08,,
1789,Switzerland Leman Lake,52.3,-0.39,,
1790,Switzerland Leman Lake,48.6,-0.24,,
1791,Switzerland Leman Lake,37.0,0.31,,
1792,Switzerland Leman Lake,42.6,-0.43,,
1793,Switzerland Leman Lake,32.8,0.13,,
1794,Switzerland Leman Lake,29.7,0.74,,
1795,Switzerland Leman Lake,35.3,-0.71,,
1796,Switzerland Leman Lake,47.6,0.02,,
1797,Switzerland Leman Lake,36.0,0.52,,
1798,Switzerland Leman Lake,36.1,0.16,,
1799,Switzerland Leman Lake,58.0,-1.85,,
1800,Switzerland Leman Lake,32.8,-0.47,,
1801,Switzerland Leman Lake,34.6,0.19,,
1802,Switzerland Leman Lake,31.9,-0.3,,
1803,Switzerland Leman Lake,44.5,-0.92,,
1804,Switzerland Leman Lake,40.3,-0.35,,
1805,Switzerland Leman Lake,55.1,-1.38,,
1806,Switzerland Leman Lake,41.6,-0.28,,
1807,Switzerland Leman Lake,29.7,-0.66,,
1808,Switzerland Leman Lake,42.2,-1.15,,
1809,Switzerland Leman Lake,60.0,-1.32,,
1810,Switzerland Leman Lake,46.5,-1.26,,
1811,Switzerland Leman Lake,32.4,0.1,,
1812,Switzerland Leman Lake,53.9,-1.77,,
1813,Switzerland Leman Lake,55.6,-0.54,,
1814,Switzerland Leman Lake,54.8,-1.66,,
1815,Switzerland Leman Lake,40.5,-0.7,,
1816,Switzerland Leman Lake,71.2,-1.54,,
1817,Switzerland Leman Lake,49.5,-0.48,,
1818,Switzerland Leman Lake,39.5,0.17,,
1819,Switzerland Leman Lake,42.8,-0.01,,
1820,Switzerland Leman Lake,47.7,-0.97,,
1821,Switzerland Leman Lake,60.2,-0.27,,
1822,Switzerland Leman Lake,15.7,0.78,,
1823,Switzerland Leman Lake,52.1,-0.66,,
1824,Switzerland Leman Lake,46.7,0.07,,
1825,Switzerland Leman Lake,39.0,-0.07,,
1826,Switzerland Leman Lake,40.0,0.51,,
1827,Switzerland Leman Lake,40.7,-0.09,,
1828,Switzerland Leman Lake,37.7,-0.12,,
1829,Switzerland Leman Lake,50.5,-1.85,,
1830,Switzerland Leman Lake,43.1,-0.6,,
1831,Switzerland Leman Lake,45.1,-0.12,,
1832,Switzerland Leman Lake,47.4,-0.76,,
1833,Switzerland Leman Lake,41.0,-0.28,,
1834,Switzerland Leman Lake,28.3,0.51,,
1835,Switzerland Leman Lake,46.0,-0.55,,
1836,Switzerland Leman Lake,46.2,-0.57,,
1837,Switzerland Leman Lake,49.0,-0.94,,
1838,Switzerland Leman Lake,49.3,-1.75,,
1839,Switzerland Leman Lake,40.8,-0.69,,
1840,Switzerland Leman Lake,40.5,-1.02,,
1841,Switzerland Leman Lake,37.5,-0.32,,
1842,Switzerland Leman Lake,31.9,-0.27,,
1843,Switzerland Leman Lake,53.6,-0.19,,
1844,Switzerland Leman Lake,40.2,-1.2,,
1845,Switzerland Leman Lake,50.1,-1.25,,
1846,Switzerland Leman Lake,29.5,0.26,,
1847,Switzerland Leman Lake,43.0,-0.61,,
1848,Switzerland Leman Lake,40.3,-0.38,,
1849,Switzerland Leman Lake,38.2,-0.71,,
1850,Switzerland Leman Lake,49.5,-0.72,,
1851,Switzerland Leman Lake,52.0,-0.34,,
1852,Switzerland Leman Lake,40.3,-0.08,,
1853,Switzerland Leman Lake,51.5,-1.0,,
1854,Switzerland Leman Lake,41.0,-0.24,,
1855,Switzerland Leman Lake,47.7,-1.43,,
1856,Switzerland Leman Lake,47.3,-0.9,,
1857,Switzerland Leman Lake,39.2,0.23,,
1858,Switzerland Leman Lake,36.0,-0.2,,
1859,Switzerland Leman Lake,35.7,0.48,,
1860,Switzerland Leman Lake,52.3,-0.99,,
1861,Switzerland Leman Lake,35.4,-0.24,,
1862,Switzerland Leman Lake,33.4,-0.51,,
1863,Switzerland Leman Lake,35.5,0.6,,
1864,Switzerland Leman Lake,40.9,-1.22,,
1865,Switzerland Leman Lake,25.9,-0.15,,
1866,Switzerland Leman Lake,46.0,-0.08,,
1867,Switzerland Leman Lake,41.3,-0.96,,
1868,Switzerland Leman Lake,24.4,0.55,,
1869,Switzerland Leman Lake,37.7,-0.17,,
1870,Switzerland Leman Lake,32.7,-0.93,,
1871,Switzerland Leman Lake,42.7,-1.47,,
1872,Switzerland Leman Lake,41.3,0.52,,
1873,Switzerland Leman Lake,39.7,0.06,,
1874,Switzerland Leman Lake,35.3,-0.22,,
1875,Switzerland Leman Lake,33.0,-1.02,,
1876,Switzerland Leman Lake,45.3,-0.55,,
1877,Switzerland Leman Lake,44.0,-0.56,,
1878,Switzerland Leman Lake,46.7,-0.24,,
1879,Switzerland Leman Lake,51.7,-1.52,,
1880,Switzerland Leman Lake,40.5,-0.26,,
1881,Switzerland Leman Lake,35.5,-1.06,,
1882,Switzerland Leman Lake,43.5,-0.07,,
1883,Switzerland Leman Lake,42.0,-0.61,,
1884,Switzerland Leman Lake,32.5,-0.22,,
1885,Switzerland Leman Lake,35.0,-0.73,,
1886,Switzerland Leman Lake,39.0,-0.44,,
1887,Switzerland Leman Lake,34.0,-0.93,,
1888,Switzerland Leman Lake,40.5,-1.59,,
1889,Switzerland Leman Lake,43.0,-0.87,,
1890,Switzerland Leman Lake,41.5,-0.69,,
1891,Switzerland Leman Lake,41.0,-0.78,,
1892,Switzerland Leman Lake,27.0,-0.9,,
1893,Switzerland Leman Lake,22.5,-0.5,,
1894,Switzerland Leman Lake,37.5,-0.07,,
1895,Switzerland Leman Lake,27.0,-0.74,,
1896,Switzerland Leman Lake,36.0,-0.49,,
1897,Switzerland Leman Lake,20.0,-0.08,,
1898,Switzerland Leman Lake,39.0,0.2,,
1899,Switzerland Leman Lake,28.5,-0.14,,
1900,Switzerland Leman Lake,30.0,-0.08,,
1901,Switzerland Leman Lake,24.0,-0.53,,
1902,Switzerland Leman Lake,36.5,-1.11,,
1903,Switzerland Leman Lake,33.5,-0.1,,
1904,Switzerland Leman Lake,18.0,-0.16,,
1905,Switzerland Leman Lake,27.5,-0.35,,
1906,Switzerland Leman Lake,30.5,-0.01,,
1907,Switzerland Leman Lake,39.5,-0.58,,
1908,Switzerland Leman Lake,29.0,-0.7,,
1909,Switzerland Leman Lake,40.5,-1.07,,
1910,Switzerland Leman Lake,37.5,-0.14,,
1911,Switzerland Leman Lake,26.0,0.38,,
1912,Switzerland Leman Lake,46.5,-0.54,,
1913,Switzerland Leman Lake,30.0,0.06,,
1914,Switzerland Leman Lake,36.0,0.08,,
1915,Switzerland Leman Lake,26.5,-0.78,,
1916,Switzerland Leman Lake,37.5,-0.2,,
1917,Switzerland Leman Lake,19.0,-0.95,,
1918,Switzerland Leman Lake,31.5,-0.14,,
1919,Switzerland Leman Lake,32.5,-0.99,,
1920,Switzerland Leman Lake,25.0,0.39,,
1921,Switzerland Leman Lake,22.0,0.6,,
1922,Switzerland Leman Lake,35.0,-0.93,,
1923,Switzerland Leman Lake,37.0,-0.49,,
1924,Switzerland Leman Lake,31.5,-0.52,,
1925,Switzerland Leman Lake,30.0,-0.31,,
1926,Switzerland Leman Lake,38.6,0.07,,
1927,Switzerland Leman Lake,26.6,-0.28,,
1928,Switzerland Leman Lake,27.6,-0.04,,
1929,Switzerland Leman Lake,26.6,-0.67,,
1930,Switzerland Leman Lake,33.6,0.4,,
1931,Switzerland Leman Lake,32.6,-0.67,,
1932,Switzerland Leman Lake,40.3,0.02,,
1933,Switzerland Leman Lake,36.0,-0.41,,
1934,Switzerland Leman Lake,19.6,0.92,,
1935,Switzerland Leman Lake,34.0,0.02,,
1936,Switzerland Leman Lake,31.1,0.1,,
1937,Switzerland Leman Lake,25.0,0.28,,
1938,Switzerland Leman Lake,39.3,0.45,,
1939,Switzerland Leman Lake,44.0,-0.01,,
1940,Switzerland Leman Lake,27.6,-1.24,,
1941,Switzerland Leman Lake,39.0,-1.03,,
1942,Switzerland Leman Lake,25.6,-0.8,,
1943,Switzerland Leman Lake,23.0,0.65,,
1944,Switzerland Leman Lake,29.0,0.01,,
1945,Switzerland Leman Lake,12.0,0.56,,
1946,Switzerland Leman Lake,25.0,-0.03,,
1947,Switzerland Leman Lake,18.6,0.32,,
1948,Switzerland Leman Lake,36.6,0.58,,
1949,Switzerland Leman Lake,29.0,0.88,,
1950,Switzerland Leman Lake,28.0,0.31,,
1951,Switzerland Leman Lake,41.0,0.09,,
1952,Switzerland Leman Lake,22.3,-0.18,,
1953,Switzerland Leman Lake,32.6,0.31,,
1954,Switzerland Leman Lake,44.0,-0.48,,
1955,Switzerland Leman Lake,36.6,-0.22,,
1956,Switzerland Leman Lake,42.6,-1.19,,
1957,Switzerland Leman Lake,33.6,0.17,,
1958,Switzerland Leman Lake,29.6,-0.14,,
1959,Switzerland Leman Lake,23.6,0.54,,
1960,Switzerland Leman Lake,27.6,-0.02,,
1961,Switzerland Leman Lake,30.0,0.67,,
1962,Switzerland Leman Lake,38.6,-0.67,,
1963,Switzerland Leman Lake,39.6,-0.81,,
1964,Switzerland Leman Lake,25.3,-0.08,,
1965,Switzerland Leman Lake,41.6,-0.69,,
1966,Switzerland Leman Lake,26.6,-0.04,,
1967,Switzerland Leman Lake,28.0,0.22,,
1968,Switzerland Leman Lake,28.0,-0.2,,
1969,Switzerland Leman Lake,29.3,-0.38,,
1970,Switzerland Leman Lake,31.3,-0.32,,
1971,Switzerland Leman Lake,26.2,-0.08,,
1972,Switzerland Leman Lake,36.7,-0.25,,
1973,Switzerland Leman Lake,28.1,-0.01,,
1974,Switzerland Leman Lake,30.2,0.14,,
1975,Switzerland Leman Lake,25.6,0.39,,
1976,Switzerland Leman Lake,15.6,-0.08,,
1977,Switzerland Leman Lake,38.1,0.07,,
1978,Switzerland Leman Lake,39.5,-0.46,,
1979,Switzerland Leman Lake,29.5,-0.28,,
1980,Switzerland Leman Lake,37.2,-0.46,,
1981,Switzerland Leman Lake,20.7,-0.05,,
1982,Switzerland Leman Lake,17.7,0.51,,
1983,Switzerland Leman Lake,19.7,0.64,,
1984,Switzerland Leman Lake,30.6,-0.1,,
1985,Switzerland Leman Lake,33.6,-0.43,,
1986,Switzerland Leman Lake,27.5,-0.1,,
1987,Switzerland Leman Lake,31.7,-0.26,,
1988,Switzerland Leman Lake,22.6,0.67,,
1989,Switzerland Leman Lake,16.5,1.18,,
1990,Switzerland Leman Lake,18.6,1.22,,
1991,Switzerland Leman Lake,24.5,0.21,,
1992,Switzerland Leman Lake,15.6,0.89,,
1993,Switzerland Leman Lake,17.0,0.26,,
1994,Switzerland Leman Lake,10.0,1.32,,
1995,Switzerland Leman Lake,22.0,0.87,,
1996,Switzerland Leman Lake,26.6,-0.22,,
1997,Switzerland Leman Lake,21.6,0.98,,
1998,Switzerland Leman Lake,14.5,0.76,,
1999,Switzerland Leman Lake,23.0,1.09,,
2000,Switzerland Leman Lake,6.0,1.21,,
2001,Switzerland Leman Lake,20.0,0.95,,
2002,Switzerland Leman Lake,20.3,1.22,,
2003,Switzerland Leman Lake,-7.7,1.28,,
2004,Switzerland Leman Lake,24.8,0.79,,
2005,Switzerland Leman Lake,20.8,0.75,,
2006,Switzerland Leman Lake,19.8,1.29,,
2007,Switzerland Leman Lake,16.0,1.39,,
1660,Various South East,23.0,-0.05,,
1661,Various South East,26.0,0.45,,
1666,Various South East,31.0,0.03,,
1667,Various South East,38.0,-0.65,,
1668,Various South East,27.0,0.07,,
1671,Various South East,24.0,-0.21,,
1674,Various South East,39.0,-1.39,,
1675,Various South East,55.0,-1.63,,
1677,Various South East,40.0,-0.73,,
1680,Various South East,34.0,-0.62,,
1714,Various South East,42.0,-0.07,,
1721,Various South East,45.0,-0.6,,
1739,Various South East,35.0,-0.79,,
1743,Various South East,44.0,0.52,,
1748,Various South East,44.0,-0.36,,
1751,Various South East,41.0,-0.91,,
1754,Various South East,43.0,-0.87,,
1840,Various South East,41.0,-1.02,,
1841,Various South East,43.0,-0.32,,
1842,Various South East,38.5,-0.27,,
1843,Various South East,46.5,-0.19,,
1844,Various South East,44.5,-1.2,,
1845,Various South East,44.0,-1.25,,
1846,Various South East,36.0,0.26,,
1847,Various South East,40.0,-0.61,,
1848,Various South East,38.0,-0.38,,
1849,Various South East,41.5,-0.71,,
1850,Various South East,40.0,-0.72,,
1851,Various South East,39.0,-0.34,,
1852,Various South East,35.5,-0.08,,
1853,Various South East,38.0,-1.0,,
1854,Various South East,45.0,-0.24,,
1855,Various South East,36.0,-1.43,,
1856,Various South East,40.0,-0.9,,
1857,Various South East,41.0,0.23,,
1858,Various South East,38.0,-0.2,,
1859,Various South East,42.0,0.48,,
1860,Various South East,35.0,-0.99,,
1861,Various South East,31.0,-0.24,,
1862,Various South East,37.0,-0.51,,
1863,Various South East,32.0,0.6,,
1864,Various South East,32.0,-1.22,,
1865,Various South East,32.0,-0.15,,
1866,Various South East,35.0,-0.08,,
1867,Various South East,35.0,-0.96,,
1868,Various South East,32.0,0.55,,
1869,Various South East,38.5,-0.17,,
1870,Various South East,32.0,-0.93,,
1871,Various South East,38.0,-1.47,,
1872,Various South East,34.0,0.52,,
1873,Various South East,36.0,0.06,,
1874,Various South East,35.5,-0.22,,
1875,Various South East,30.0,-1.02,,
1876,Various South East,36.0,-0.55,,
1877,Various South East,32.0,-0.56,,
1878,Various South East,35.0,-0.24,,
1879,Various South East,40.0,-1.52,,
1880,Various South East,38.0,-0.26,,
1884,Various South East,25.0,-0.22,,
1885,Various South East,22.5,-0.73,,
1886,Various South East,17.5,-0.44,,
1887,Various South East,25.0,-0.93,,
1888,Various South East,29.0,-1.59,,
1895,Various South East,20.0,-0.74,,
1897,Various South East,20.0,-0.08,,
1902,Various South East,15.0,-1.11,,
1905,Various South East,27.0,-0.35,,
1907,Various South East,28.5,-0.58,,
1908,Various South East,31.0,-0.7,,
1909,Various South East,45.0,-1.07,,
1914,Various South East,40.0,0.08,,
1915,Various South East,19.5,-0.78,,
1916,Various South East,10.5,-0.2,,
1917,Various South East,17.5,-0.95,,
1918,Various South East,20.0,-0.14,,
1925,Various South East,40.0,-0.31,,
1926,Various South East,20.0,0.07,,
1929,Various South East,29.0,-0.67,,
1930,Various South East,25.5,0.4,,
1931,Various South East,27.5,-0.67,,
1932,Various South East,40.0,0.02,,
1933,Various South East,20.0,-0.41,,
1800,Vendee Poitou Charente,12.0,-0.47,,
1801,Vendee Poitou Charente,18.0,0.19,,
1802,Vendee Poitou Charente,17.0,-0.3,,
1803,Vendee Poitou Charente,18.0,-0.92,,
1804,Vendee Poitou Charente,25.0,-0.35,,
1805,Vendee Poitou Charente,30.0,-1.38,,
1806,Vendee Poitou Charente,24.0,-0.28,,
1807,Vendee Poitou Charente,22.0,-0.66,,
1808,Vendee Poitou Charente,18.0,-1.15,,
1809,Vendee Poitou Charente,33.0,-1.32,,
1810,Vendee Poitou Charente,21.0,-1.26,,
1811,Vendee Poitou Charente,28.0,0.1,,
1812,Vendee Poitou Charente,35.0,-1.77,,
1816,Vendee Poitou Charente,65.1,-1.54,,
1817,Vendee Poitou Charente,46.1,-0.48,,
1818,Vendee Poitou Charente,22.1,0.17,,
1819,Vendee Poitou Charente,28.5,-0.01,,
1820,Vendee Poitou Charente,32.5,-0.97,,
1821,Vendee Poitou Charente,42.5,-0.27,,
1822,Vendee Poitou Charente,0.0,0.78,,
1823,Vendee Poitou Charente,40.0,-0.66,,
1824,Vendee Poitou Charente,39.1,0.07,,
1825,Vendee Poitou Charente,8.1,-0.07,,
1826,Vendee Poitou Charente,22.6,0.51,,
1827,Vendee Poitou Charente,23.4,-0.09,,
1828,Vendee Poitou Charente,28.5,-0.12,,
1829,Vendee Poitou Charente,37.2,-1.85,,
1830,Vendee Poitou Charente,31.6,-0.6,,
1831,Vendee Poitou Charente,25.0,-0.12,,
1832,Vendee Poitou Charente,32.1,-0.76,,
1833,Vendee Poitou Charente,30.2,-0.28,,
1834,Vendee Poitou Charente,20.5,0.51,,
1835,Vendee Poitou Charente,32.2,-0.55,,
1836,Vendee Poitou Charente,33.6,-0.57,,
1837,Vendee Poitou Charente,33.3,-0.94,,
1838,Vendee Poitou Charente,45.1,-1.75,,
1839,Vendee Poitou Charente,34.8,-0.69,,
1840,Vendee Poitou Charente,23.2,-1.02,,
1841,Vendee Poitou Charente,34.1,-0.32,,
1842,Vendee Poitou Charente,20.7,-0.27,,
1843,Vendee Poitou Charente,49.1,-0.19,,
1844,Vendee Poitou Charente,19.7,-1.2,,
1845,Vendee Poitou Charente,46.7,-1.25,,
1846,Vendee Poitou Charente,16.4,0.26,,
1847,Vendee Poitou Charente,36.5,-0.61,,
1848,Vendee Poitou Charente,30.6,-0.38,,
1849,Vendee Poitou Charente,25.6,-0.71,,
1850,Vendee Poitou Charente,34.5,-0.72,,
1851,Vendee Poitou Charente,38.2,-0.34,,
1852,Vendee Poitou Charente,34.5,-0.08,,
1853,Vendee Poitou Charente,50.2,-1.0,,
1854,Vendee Poitou Charente,39.2,-0.24,,
1855,Vendee Poitou Charente,39.7,-1.43,,
1856,Vendee Poitou Charente,31.5,-0.9,,
1857,Vendee Poitou Charente,25.1,0.23,,
1858,Vendee Poitou Charente,23.1,-0.2,,
1859,Vendee Poitou Charente,23.4,0.48,,
1860,Vendee Poitou Charente,41.2,-0.99,,
1861,Vendee Poitou Charente,25.7,-0.24,,
1862,Vendee Poitou Charente,26.2,-0.51,,
1863,Vendee Poitou Charente,23.7,0.6,,
1864,Vendee Poitou Charente,20.3,-1.22,,
1865,Vendee Poitou Charente,13.0,-0.15,,
1866,Vendee Poitou Charente,27.7,-0.08,,
1867,Vendee Poitou Charente,31.0,-0.96,,
1868,Vendee Poitou Charente,14.0,0.55,,
1869,Vendee Poitou Charente,16.0,-0.17,,
1870,Vendee Poitou Charente,14.0,-0.93,,
1871,Vendee Poitou Charente,25.0,-1.47,,
1872,Vendee Poitou Charente,34.0,0.52,,
1873,Vendee Poitou Charente,32.0,0.06,,
1874,Vendee Poitou Charente,2.0,-0.22,,
1875,Vendee Poitou Charente,29.0,-1.02,,
1876,Vendee Poitou Charente,32.0,-0.55,,
1877,Vendee Poitou Charente,34.0,-0.56,,
