,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
1913,Donald Trump,All polls,10/24/2019,6/10/2018,6/12/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.134551,0.0,49.0,49.0,43.2842,50.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52547,83023,6/13/2018,09:27:54 24 Oct 2019,736857.0
1914,Donald Trump,All polls,10/24/2019,6/10/2018,6/12/2018,YouGov,B,1500.0,a,0.22669029999999998,0.0,42.0,48.0,42.83332,50.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0kj6rhpqso/econTabReport.pdf,52548,83024,6/13/2018,09:27:54 24 Oct 2019,736857.0
1915,Donald Trump,All polls,10/24/2019,6/9/2018,6/13/2018,Ipsos,B+,2479.0,a,0.20197220000000002,0.0,42.3,53.3,43.02994,52.23957,,T,http://polling.reuters.com/#poll/CP3_2/,52562,83047,6/15/2018,09:27:54 24 Oct 2019,736858.0
1916,Donald Trump,All polls,10/24/2019,6/10/2018,6/13/2018,YouGov,B,1000.0,a,0.15043910000000002,0.0,39.0,54.0,39.83332,56.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/e5e72jkpuz/tabs_Trump_Tweets_20180610.pdf,56973,91962,11/28/2018,09:27:54 24 Oct 2019,736858.0
1917,Donald Trump,All polls,10/24/2019,6/10/2018,6/14/2018,Ipsos,B+,2507.0,a,0.2014995,0.0,42.9,52.9,43.629940000000005,51.83958,,T,http://polling.reuters.com/#poll/CP3_2/,52561,83046,6/15/2018,09:27:54 24 Oct 2019,736859.0
1918,Donald Trump,All polls,10/24/2019,6/11/2018,6/13/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13505250000000002,0.0,49.0,49.0,43.2842,50.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52552,83034,6/14/2018,09:27:54 24 Oct 2019,736858.0
1919,Donald Trump,All polls,10/24/2019,6/11/2018,6/13/2018,YouGov,B,1000.0,a,0.15043910000000002,0.0,43.0,48.0,43.83332,50.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3eruuqzyh6/tabs_Trump_Tweets_20180611.pdf,52557,83041,6/15/2018,09:27:54 24 Oct 2019,736858.0
1920,Donald Trump,All polls,10/24/2019,6/11/2018,6/15/2018,Ipsos,B+,2578.0,a,0.20508130000000002,0.0,43.2,52.9,43.92994,51.83958,,T,http://polling.reuters.com/#poll/CP3_2/,52576,83076,6/19/2018,09:27:54 24 Oct 2019,736860.0
1921,Donald Trump,All polls,10/24/2019,6/12/2018,6/14/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.135406,0.0,47.0,51.0,41.2842,52.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52556,83040,6/15/2018,09:27:54 24 Oct 2019,736859.0
1922,Donald Trump,All polls,10/24/2019,6/12/2018,6/14/2018,YouGov,B,1000.0,a,0.1506948,0.0,44.0,46.0,44.83332,48.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5nv932wqj8/tabs_Trump_Tweets_20180612.pdf,52558,83042,6/15/2018,09:27:54 24 Oct 2019,736859.0
1923,Donald Trump,All polls,10/24/2019,6/12/2018,6/14/2018,Morning Consult,B-,1993.0,rv,0.387822,0.0,44.0,51.0,42.42492,52.727,,,https://morningconsult.com/wp-content/uploads/2018/06/180621_crosstabs_POLITICO_v1_DK.pdf,52564,83058,6/15/2018,09:27:54 24 Oct 2019,736859.0
1924,Donald Trump,All polls,10/24/2019,6/12/2018,6/13/2018,Monmouth University,A+,806.0,a,1.735975,0.0,43.0,46.0,43.235440000000004,47.633340000000004,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_061418,52555,83038,6/14/2018,09:27:54 24 Oct 2019,736858.0
1925,Donald Trump,All polls,10/24/2019,6/11/2018,6/17/2018,Gallup,B,1500.0,a,0.8369164000000001,0.0,45.0,50.0,46.07228,48.4571,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,52567,83062,6/18/2018,09:27:54 24 Oct 2019,736862.0
1926,Donald Trump,All polls,10/24/2019,6/13/2018,6/14/2018,Ipsos,B+,1005.0,a,0.396922,0.0,36.0,56.0,36.72994,54.93958000000001,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-06/nafta_topline_us_v_can_061518.pdf,57764,93805,3/26/2019,09:27:54 24 Oct 2019,736859.0
1927,Donald Trump,All polls,10/24/2019,6/12/2018,6/16/2018,Ipsos,B+,2503.0,a,0.1977106,0.0,44.1,51.9,44.82994,50.83958,,T,http://polling.reuters.com/#poll/CP3_2/,52579,83075,6/19/2018,09:27:54 24 Oct 2019,736861.0
1928,Donald Trump,All polls,10/24/2019,6/13/2018,6/14/2018,YouGov,B,1000.0,a,0.15095279999999997,0.0,43.0,51.0,43.83332,53.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/20gb8t3r2w/tabs_Trump_Tweets_20180613.pdf,52559,83043,6/15/2018,09:27:54 24 Oct 2019,736859.0
1929,Donald Trump,All polls,10/24/2019,6/12/2018,6/17/2018,Global Strategy Group/GBAO,,1013.0,rv,0.9804586999999999,0.0,41.0,54.0,41.89975,52.03732,,,https://navigatorresearch.org/wp-content/uploads/2018/06/Navigator-June-Tracker-Topline-Added-Col-F6.26.18.pdf,56907,91811,11/20/2018,09:27:54 24 Oct 2019,736862.0
1930,Donald Trump,All polls,10/24/2019,6/13/2018,6/17/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.081446,0.0,48.0,50.0,42.2842,51.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52565,83059,6/18/2018,09:27:54 24 Oct 2019,736862.0
1931,Donald Trump,All polls,10/24/2019,6/14/2018,6/15/2018,YouGov,B,1000.0,a,0.1506171,0.0,40.0,51.0,40.83332,53.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w1ob3go6vp/tabs_Trump_Tweets_20180614.pdf,52566,83060,6/18/2018,09:27:54 24 Oct 2019,736860.0
1932,Donald Trump,All polls,10/24/2019,6/13/2018,6/17/2018,Ipsos,B+,1687.0,a,0.1347969,0.0,43.1,52.6,43.82994,51.53957,,T,http://polling.reuters.com/#poll/CP3_2/,52578,83074,6/19/2018,09:27:54 24 Oct 2019,736862.0
1933,Donald Trump,All polls,10/24/2019,6/14/2018,6/18/2018,Morning Consult,B-,2201.0,a,0.43302520000000005,0.0,43.0,50.0,41.42492,51.727,,,https://morningconsult.com/wp-content/uploads/2018/06/Solar-Crosstabs-2.pdf,52582,92541,1/8/2019,09:27:54 24 Oct 2019,736863.0
1934,Donald Trump,All polls,10/24/2019,6/14/2018,6/17/2018,CBS News,A-,1100.0,a,1.8393709999999999,0.0,42.0,52.0,43.36282,51.39705,,,https://www.cbsnews.com/news/mixed-views-of-trump-kim-summit-fewer-uneasy-about-conflict-now/,52574,83070,6/18/2018,09:27:54 24 Oct 2019,736862.0
1935,Donald Trump,All polls,10/24/2019,6/14/2018,6/18/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.24316279999999996,0.0,48.0,50.0,42.2842,51.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52575,83071,6/19/2018,09:27:54 24 Oct 2019,736863.0
1936,Donald Trump,All polls,10/24/2019,6/14/2018,6/18/2018,Ipsos,B+,1904.0,a,0.1538382,0.0,42.5,52.5,43.22994,51.43958,,T,http://polling.reuters.com/#poll/CP3_2/,52577,83073,6/19/2018,09:27:54 24 Oct 2019,736863.0
1937,Donald Trump,All polls,10/24/2019,6/13/2018,6/18/2018,AP-NORC,,1109.0,a,1.31501,0.0,41.0,57.0,42.8597,52.527919999999995,,,http://www.apnorc.org/PDFs/AP-NORC%20Omnibus%20June%202018/June%202018%20AP-NORC%20Poll%20Topline_FINAL.pdf,52586,83100,6/20/2018,09:27:54 24 Oct 2019,736863.0
1938,Donald Trump,All polls,10/24/2019,6/11/2018,6/20/2018,Kaiser Family Foundation,,1492.0,a,1.8566630000000002,0.0,42.0,54.0,42.8669,52.45939,,,https://goo.gl/WCMA53,52671,83216,6/26/2018,09:27:54 24 Oct 2019,736865.0
1939,Donald Trump,All polls,10/24/2019,6/14/2018,6/17/2018,CNN/SSRS,A-,1012.0,a,1.641384,0.0,39.0,54.0,39.85835,53.4896,,,http://cdn.cnn.com/cnn/2018/images/06/18/rel6a.-.immigration.pdf,52570,83065,6/18/2018,09:27:54 24 Oct 2019,736862.0
1940,Donald Trump,All polls,10/24/2019,6/13/2018,6/18/2018,Suffolk University,B+,1000.0,rv,1.491611,0.0,43.1,50.8,42.23218,51.29707,,,http://www.suffolk.edu/documents/SUPRC/6_21_2018_marginals.pdf,52590,83105,6/21/2018,09:27:54 24 Oct 2019,736863.0
1941,Donald Trump,All polls,10/24/2019,6/14/2018,6/17/2018,Quinnipiac University,A-,905.0,rv,1.271855,0.0,43.0,52.0,44.75932,50.80249,,,https://poll.qu.edu/national/release-detail?ReleaseID=2551,52583,83094,6/20/2018,09:27:54 24 Oct 2019,736862.0
1942,Donald Trump,All polls,10/24/2019,6/15/2018,6/18/2018,YouGov,B,1000.0,a,0.1479864,0.0,40.0,52.0,40.83332,54.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hc3agg6pf7/tabs_Trump_Tweets_20180615.pdf,52572,83068,6/18/2018,09:27:54 24 Oct 2019,736863.0
1943,Donald Trump,All polls,10/24/2019,6/15/2018,6/19/2018,SurveyMonkey,D-,3936.0,a,0.0634519,0.0,43.0,54.0,40.504220000000004,53.16685,,,https://drive.google.com/file/d/1iLiKlECoMHmA2QiOj06sRPM7t68iUX9i/view,56886,91777,11/16/2018,09:27:54 24 Oct 2019,736864.0
1944,Donald Trump,All polls,10/24/2019,6/16/2018,6/17/2018,YouGov,B,1000.0,a,0.1479864,0.0,44.0,47.0,44.83332,49.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jtq6lr3gyb/tabs_Trump_Tweets_20180616.pdf,52573,83069,6/18/2018,09:27:54 24 Oct 2019,736862.0
1945,Donald Trump,All polls,10/24/2019,6/14/2018,6/20/2018,SurveyMonkey,D-,11652.0,a,0.187841,0.0,44.0,54.0,41.504220000000004,53.16685,,,https://drive.google.com/file/d/1Ycp4nAdnNl_zkJkl-vYKVC1PkXfCNmbG/view,52589,83103,6/21/2018,09:27:54 24 Oct 2019,736865.0
1946,Donald Trump,All polls,10/24/2019,6/15/2018,6/19/2018,Ipsos,B+,1902.0,a,0.15523599999999999,0.0,42.6,52.6,43.32994,51.53957,,T,http://polling.reuters.com/#poll/CP3_2/,52595,83112,6/22/2018,09:27:54 24 Oct 2019,736864.0
1947,Donald Trump,All polls,10/24/2019,6/15/2018,6/19/2018,McLaughlin & Associates,C-,1000.0,lv,0.8433074,0.0,49.0,48.0,45.01533,49.92825,,,http://mclaughlinonline.com/2018/06/21/national-for-america-survey-results/,52591,83107,6/21/2018,09:27:54 24 Oct 2019,736864.0
1948,Donald Trump,All polls,10/24/2019,6/17/2018,6/19/2018,YouGov,B,1500.0,a,0.22114810000000001,0.0,41.0,48.0,41.83332,50.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/rbrysksiud/econTabReport.pdf,52581,83089,6/20/2018,09:27:54 24 Oct 2019,736864.0
1949,Donald Trump,All polls,10/24/2019,6/16/2018,6/20/2018,Ipsos,B+,1907.0,a,0.1571586,0.0,41.7,53.6,42.42994,52.53957,,T,http://polling.reuters.com/#poll/CP3_2/,52594,83111,6/22/2018,09:27:54 24 Oct 2019,736865.0
1950,Donald Trump,All polls,10/24/2019,6/16/2018,6/19/2018,CNBC/Hart Research/Public Opinion Strategies,A-,800.0,a,1.262154,0.0,41.0,47.0,40.29103,47.90726,,,https://www.cnbc.com/2018/06/25/majority-of-americans-approve-of-trumps-handling-of-the-economy.html,56894,91790,11/16/2018,09:27:54 24 Oct 2019,736864.0
1951,Donald Trump,All polls,10/24/2019,6/18/2018,6/18/2018,YouGov,B,1000.0,a,0.1474321,0.0,40.0,53.0,40.83332,55.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xkztrh2dnh/tabs_Trump_Tweets_20180617.pdf,56974,91963,11/28/2018,09:27:54 24 Oct 2019,736863.0
1952,Donald Trump,All polls,10/24/2019,6/17/2018,6/19/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1351875,0.0,48.0,50.0,42.2842,51.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52580,83088,6/20/2018,09:27:54 24 Oct 2019,736864.0
1953,Donald Trump,All polls,10/24/2019,6/18/2018,6/19/2018,YouGov,B,1000.0,a,0.148324,0.0,39.0,53.0,39.83332,55.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3nkcxk7i37/tabs_Trump_Tweets_20180618.pdf,56975,91964,11/28/2018,09:27:54 24 Oct 2019,736864.0
1954,Donald Trump,All polls,10/24/2019,6/17/2018,6/21/2018,Ipsos,B+,1930.0,a,0.1605596,0.0,40.3,55.6,41.02994,54.53957,,T,http://polling.reuters.com/#poll/CP3_2/,52593,83110,6/22/2018,09:27:54 24 Oct 2019,736866.0
1955,Donald Trump,All polls,10/24/2019,6/17/2018,6/20/2018,American Research Group,C+,1100.0,a,1.148289,0.0,40.0,54.0,41.70605,51.74882,,,http://americanresearchgroup.com/economy/,52588,83102,6/21/2018,09:27:54 24 Oct 2019,736865.0
1956,Donald Trump,All polls,10/24/2019,6/18/2018,6/20/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1358056,0.0,46.0,52.0,40.2842,53.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52587,83101,6/21/2018,09:27:54 24 Oct 2019,736865.0
1957,Donald Trump,All polls,10/24/2019,6/19/2018,6/21/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1354546,0.0,46.0,52.0,40.2842,53.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52592,83109,6/22/2018,09:27:54 24 Oct 2019,736866.0
1958,Donald Trump,All polls,10/24/2019,6/19/2018,6/21/2018,Morning Consult,B-,1994.0,rv,0.42100529999999997,0.0,44.0,51.0,42.42492,52.727,,,https://morningconsult.com/wp-content/uploads/2018/06/180631_crosstabs_POLITICO_V1_HS.pdf,52672,83217,6/26/2018,09:27:54 24 Oct 2019,736866.0
1959,Donald Trump,All polls,10/24/2019,6/19/2018,6/20/2018,YouGov,B,1000.0,a,0.14922979999999997,0.0,44.0,48.0,44.83332,50.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/duqe0eex14/tabs_Trump_Tweets_20180619.pdf,52663,83207,6/24/2018,09:27:54 24 Oct 2019,736865.0
1960,Donald Trump,All polls,10/24/2019,6/18/2018,6/22/2018,Ipsos,B+,1903.0,a,0.1597941,0.0,41.5,54.5,42.22994,53.43958000000001,,T,http://polling.reuters.com/#poll/CP3_2/,52689,83248,6/26/2018,09:27:54 24 Oct 2019,736867.0
1961,Donald Trump,All polls,10/24/2019,6/18/2018,6/24/2018,Gallup,B,1500.0,a,0.8369164000000001,0.0,41.0,55.0,42.07228,53.4571,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,52669,83214,6/25/2018,09:27:54 24 Oct 2019,736869.0
1962,Donald Trump,All polls,10/24/2019,6/19/2018,6/23/2018,Ipsos,B+,1489.0,a,0.1262876,0.0,40.8,55.0,41.52994,53.93958000000001,,T,http://polling.reuters.com/#poll/CP3_2/,52688,83247,6/26/2018,09:27:54 24 Oct 2019,736868.0
1963,Donald Trump,All polls,10/24/2019,6/20/2018,6/21/2018,YouGov,B,1000.0,a,0.1501241,0.0,38.0,51.0,38.83332,53.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b4cocyb4d5/tabs_Trump_Tweets_20180620.pdf,52664,83209,6/25/2018,09:27:54 24 Oct 2019,736866.0
1964,Donald Trump,All polls,10/24/2019,6/21/2018,6/22/2018,YouGov,B,1000.0,a,0.1503092,0.0,43.0,50.0,43.83332,52.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4o438yeipa/tabs_Trump_Tweets_20180621.pdf,52662,83208,6/24/2018,09:27:54 24 Oct 2019,736867.0
1965,Donald Trump,All polls,10/24/2019,6/20/2018,6/24/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0809903,0.0,46.0,52.0,40.2842,53.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52668,83213,6/25/2018,09:27:54 24 Oct 2019,736869.0
1966,Donald Trump,All polls,10/24/2019,6/20/2018,6/24/2018,Ipsos,B+,1480.0,a,0.1266005,0.0,40.0,54.4,40.72994,53.339580000000005,,T,http://polling.reuters.com/#poll/CP3_2/,52687,83246,6/26/2018,09:27:54 24 Oct 2019,736869.0
1967,Donald Trump,All polls,10/24/2019,6/22/2018,6/24/2018,Morning Consult,B-,2202.5,a,0.47191450000000007,0.0,41.0,52.5,39.42492,54.227,*,,https://morningconsult.com/wp-content/uploads/2018/07/180639_crosstabs_BRANDS_Vaping_DK2.pdf,52691,92542,1/8/2019,09:27:54 24 Oct 2019,736869.0
1968,Donald Trump,All polls,10/24/2019,6/21/2018,6/25/2018,Ipsos,B+,1484.0,a,0.1278251,0.0,41.3,53.0,42.02994,51.93958,,T,http://polling.reuters.com/#poll/CP3_2/,52686,83245,6/26/2018,09:27:54 24 Oct 2019,736870.0
1969,Donald Trump,All polls,10/24/2019,6/21/2018,6/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.24268220000000001,0.0,46.0,52.0,40.2842,53.5743,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52670,83215,6/26/2018,09:27:54 24 Oct 2019,736870.0
1970,Donald Trump,All polls,10/24/2019,6/22/2018,6/24/2018,YouGov,B,1000.0,a,0.1501414,0.0,39.0,50.0,39.83332,52.4982,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6vwn3cjnlu/tabs_Trump_Tweets_20180622.pdf,52665,83210,6/25/2018,09:27:54 24 Oct 2019,736869.0
